Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
station01,620,2024-11-12 12:14:52.570762,220.17,0.05,1.96,0.416,49.98,0.19
station01,621,2024-11-12 12:14:52.619735,224.3,0.01,2.34,0.572,50.16,0.61
station01,622,2024-11-12 12:14:52.667246,225.99,0.03,4.02,0.248,49.91,0.35
station01,623,2024-11-12 12:14:52.717296,228.81,0.04,0.12,0.314,50.15,0.94
station01,624,2024-11-12 12:14:52.754666,227.27,0.04,3.73,0.078,49.85,0.39
station01,625,2024-11-12 12:14:52.786594,222.51,0.03,0.33,0.259,50.17,0.1
station01,626,2024-11-12 12:14:52.820669,225.07,0.03,0.2,0.718,49.84,0.5
station01,627,2024-11-12 12:14:52.856886,221.88,0.03,0.86,0.622,49.82,0.61
station01,628,2024-11-12 12:14:52.893635,222.04,0.01,3.89,0.686,50.09,0.26
station01,629,2024-11-12 12:14:52.929854,225.17,0.03,1.46,0.856,49.83,0.27
station01,630,2024-11-12 12:14:52.968986,223.53,0.03,4.56,0.217,49.98,0.62
station01,631,2024-11-12 12:14:53.007256,224.44,0.03,0.61,0.317,50.18,0.68
station01,632,2024-11-12 12:14:53.043197,222.67,0.02,3.77,0.882,49.82,0.0
station01,633,2024-11-12 12:14:53.083742,227.89,0.04,3.94,0.949,50.07,0.92
station01,634,2024-11-12 12:14:53.116871,227.41,0.02,2.75,0.308,50.0,0.32
station01,635,2024-11-12 12:14:53.148520,222.66,0.04,1.6,0.003,50.19,0.87
station01,636,2024-11-12 12:14:53.182051,225.31,0.02,0.85,0.429,49.98,0.88
station01,637,2024-11-12 12:14:53.214905,225.65,0.04,3.98,0.808,49.88,0.39
station01,638,2024-11-12 12:14:53.245987,223.24,0.04,1.51,0.54,50.17,0.26
station01,639,2024-11-12 12:14:53.276435,223.72,0.03,0.04,0.863,49.88,0.59
station01,640,2024-11-12 12:14:53.305638,221.13,0.01,3.96,0.984,49.89,0.69
station01,641,2024-11-12 12:14:53.334646,224.84,0.01,4.22,0.857,50.02,0.9
station01,642,2024-11-12 12:14:53.369006,229.74,0.04,2.03,0.216,49.95,0.93
station01,643,2024-11-12 12:14:53.401165,226.63,0.05,3.12,0.468,50.04,0.14
station01,644,2024-11-12 12:14:53.433292,225.31,0.04,1.52,0.707,50.12,0.97
station01,645,2024-11-12 12:14:53.467637,227.51,0.04,0.49,0.411,49.86,0.84
station01,646,2024-11-12 12:14:53.498027,220.49,0.04,1.37,0.142,50.06,0.87
station01,647,2024-11-12 12:14:53.525880,220.24,0.03,1.49,0.827,49.85,0.55
station01,648,2024-11-12 12:14:53.557427,222.02,0.03,1.87,0.581,50.06,0.12
station01,649,2024-11-12 12:14:53.587578,221.06,0.02,4.56,0.032,50.02,0.06
station01,650,2024-11-12 12:14:53.618973,222.72,0.05,4.17,0.399,49.86,0.46
station01,651,2024-11-12 12:14:53.652551,222.73,0.03,1.32,0.941,49.84,0.2
station01,652,2024-11-12 12:14:53.685959,224.49,0.05,1.53,0.305,49.85,0.37
station01,653,2024-11-12 12:14:53.715904,227.69,0.02,2.59,0.204,49.82,0.88
station01,654,2024-11-12 12:14:53.748049,225.61,0.03,4.98,0.325,50.07,0.34
station01,655,2024-11-12 12:14:53.778120,222.71,0.02,0.17,0.992,50.09,0.19
station01,656,2024-11-12 12:14:53.811855,226.01,0.05,0.23,0.604,49.93,0.1
station01,657,2024-11-12 12:14:53.843002,220.82,0.02,4.94,0.877,49.91,0.85
station01,658,2024-11-12 12:14:53.871910,222.26,0.03,4.79,0.137,49.99,0.85
station01,659,2024-11-12 12:14:53.901947,226.54,0.04,4.68,0.308,50.09,0.9
station01,660,2024-11-12 12:14:53.934203,223.57,0.02,0.97,0.339,49.98,0.23
station01,661,2024-11-12 12:14:53.967094,229.76,0.03,0.21,0.921,49.87,0.07
station01,662,2024-11-12 12:14:53.999078,225.78,0.02,2.38,0.877,50.2,0.3
station01,663,2024-11-12 12:14:54.034043,223.18,0.03,0.76,0.609,49.9,0.9
station01,664,2024-11-12 12:14:54.070418,220.79,0.01,4.81,0.588,50.08,0.65
station01,665,2024-11-12 12:14:54.102341,226.0,0.05,1.51,0.246,49.97,0.24
station01,666,2024-11-12 12:14:54.134519,224.47,0.01,4.39,0.118,49.85,0.97
station01,667,2024-11-12 12:14:54.165242,222.12,0.04,2.07,0.601,49.94,0.38
station01,668,2024-11-12 12:14:54.193562,220.49,0.03,4.37,0.033,49.99,0.55
station01,669,2024-11-12 12:14:54.224276,223.77,0.04,2.22,0.94,49.82,0.95
station01,670,2024-11-12 12:14:54.253442,224.71,0.02,1.85,0.965,50.16,0.03
station01,671,2024-11-12 12:14:54.286037,223.88,0.02,0.33,0.897,50.12,0.57
station01,672,2024-11-12 12:14:54.316212,223.06,0.04,0.22,0.983,50.0,0.03
station01,673,2024-11-12 12:14:54.348631,226.09,0.03,4.81,0.461,50.01,0.79
station01,674,2024-11-12 12:14:54.379919,222.29,0.05,3.25,0.371,50.16,0.87
station01,675,2024-11-12 12:14:54.411899,227.16,0.04,0.81,0.643,49.87,0.12
station01,676,2024-11-12 12:14:54.441342,224.08,0.03,0.83,0.924,50.19,0.86
station01,677,2024-11-12 12:14:54.472098,227.88,0.03,4.17,0.833,50.16,0.8
station01,678,2024-11-12 12:14:54.502313,220.07,0.02,1.57,0.851,50.05,0.19
station01,679,2024-11-12 12:14:54.537181,225.31,0.02,1.35,0.328,50.12,0.75
station01,680,2024-11-12 12:14:54.569028,229.01,0.05,0.05,0.487,50.19,0.34
station01,681,2024-11-12 12:14:54.606200,222.66,0.04,2.01,0.165,50.03,0.49
station01,682,2024-11-12 12:14:54.635815,227.12,0.04,1.81,0.823,50.2,0.52
station01,683,2024-11-12 12:14:54.667227,226.32,0.03,4.17,0.927,49.96,0.43
station01,684,2024-11-12 12:14:54.697924,225.46,0.02,3.67,0.673,50.07,0.99
station01,685,2024-11-12 12:14:54.729915,226.67,0.01,3.89,0.283,50.05,0.38
station01,686,2024-11-12 12:14:54.759631,224.84,0.02,1.38,0.48,49.84,0.62
station01,687,2024-11-12 12:14:54.793076,223.52,0.03,4.93,0.985,49.98,0.27
station01,688,2024-11-12 12:14:54.823917,222.76,0.03,3.46,0.423,50.04,0.94
station01,689,2024-11-12 12:14:54.855013,224.75,0.03,3.7,0.75,49.84,0.48
station01,690,2024-11-12 12:14:54.885058,225.58,0.01,2.21,0.657,50.01,0.79
station01,691,2024-11-12 12:14:54.918936,225.31,0.05,2.82,0.806,50.06,0.61
station01,692,2024-11-12 12:14:54.953171,229.97,0.01,4.37,0.82,50.07,0.71
station01,693,2024-11-12 12:14:54.987236,220.56,0.03,3.33,0.553,50.04,0.76
station01,694,2024-11-12 12:14:55.016137,225.91,0.04,3.22,0.193,49.86,0.26
station01,695,2024-11-12 12:14:55.047613,222.75,0.03,1.49,0.06,50.0,0.77
station01,696,2024-11-12 12:14:55.080835,229.33,0.04,3.52,0.122,50.17,0.52
station01,697,2024-11-12 12:14:55.113565,227.43,0.04,3.13,0.862,49.96,0.72
station01,698,2024-11-12 12:14:55.145112,220.85,0.02,1.8,0.945,50.0,0.32
station01,699,2024-11-12 12:14:55.179841,228.48,0.01,0.42,0.465,49.86,0.91
station01,700,2024-11-12 12:14:55.210408,228.33,0.01,1.26,0.042,49.91,0.46
station01,701,2024-11-12 12:14:55.240701,224.84,0.05,3.98,0.692,49.82,0.07
station01,702,2024-11-12 12:14:55.275064,229.1,0.04,4.69,0.974,50.07,0.86
station01,703,2024-11-12 12:14:55.306177,222.34,0.03,2.36,0.424,49.87,0.31
station01,704,2024-11-12 12:14:55.335142,225.89,0.04,4.32,0.006,49.98,0.37
station01,705,2024-11-12 12:14:55.365573,225.26,0.04,1.05,0.048,50.06,0.34
station01,706,2024-11-12 12:14:55.396898,221.3,0.05,0.57,0.656,49.92,0.36
station01,707,2024-11-12 12:14:55.428912,223.18,0.03,3.43,0.227,49.81,0.63
station01,708,2024-11-12 12:14:55.461148,222.3,0.02,2.79,0.606,50.13,0.76
station01,709,2024-11-12 12:14:55.490945,227.65,0.04,4.28,0.796,50.04,0.14
station01,710,2024-11-12 12:14:55.520626,221.7,0.04,1.88,0.439,49.93,0.81
station01,711,2024-11-12 12:14:55.553496,220.54,0.04,2.03,0.784,49.87,0.36
station01,712,2024-11-12 12:14:55.582955,221.67,0.04,3.5,0.23,49.87,0.19
station01,713,2024-11-12 12:14:55.614407,229.57,0.04,3.89,0.263,49.84,0.23
station01,714,2024-11-12 12:14:55.644240,220.34,0.04,2.0,0.857,49.86,0.87
station01,715,2024-11-12 12:14:55.674349,227.03,0.04,3.36,0.581,50.18,0.5
station01,716,2024-11-12 12:14:55.707320,220.95,0.05,4.16,0.535,49.93,0.17
station01,717,2024-11-12 12:14:55.738754,228.17,0.04,3.01,0.184,49.92,0.32
station01,718,2024-11-12 12:14:55.771858,221.99,0.04,2.51,0.168,50.08,0.93
station01,719,2024-11-12 12:14:55.802615,221.41,0.04,0.18,0.716,50.12,0.69
station01,720,2024-11-12 12:14:55.832929,226.02,0.05,2.06,0.969,50.0,0.15
station01,721,2024-11-12 12:14:55.863586,229.76,0.01,0.54,0.615,49.89,0.51
station01,722,2024-11-12 12:14:55.903963,225.58,0.02,4.84,0.314,50.04,0.24
station01,723,2024-11-12 12:14:55.934768,221.59,0.04,2.69,0.848,49.97,0.76
station01,724,2024-11-12 12:14:55.965202,225.41,0.03,3.86,0.572,50.19,0.23
station01,725,2024-11-12 12:14:55.995906,227.61,0.04,1.27,0.374,49.97,0.9
station01,726,2024-11-12 12:14:56.029501,221.92,0.03,1.11,0.557,49.84,0.63
station01,727,2024-11-12 12:14:56.060406,223.52,0.03,3.19,0.972,49.84,0.93
station01,728,2024-11-12 12:14:56.089290,224.31,0.03,3.77,0.863,49.93,0.12
station01,729,2024-11-12 12:14:56.119854,220.68,0.05,3.38,0.425,49.92,0.91
station01,730,2024-11-12 12:14:56.150566,228.91,0.01,3.13,0.439,49.81,0.65
station01,731,2024-11-12 12:14:56.181401,226.62,0.03,0.86,0.552,50.18,0.21
station01,732,2024-11-12 12:14:56.211441,220.9,0.03,3.09,0.278,49.82,0.32
station01,733,2024-11-12 12:14:56.241870,227.03,0.04,0.06,0.78,50.17,0.95
station01,734,2024-11-12 12:14:56.274933,222.46,0.01,3.81,0.586,50.04,0.46
station01,735,2024-11-12 12:14:56.305352,222.1,0.02,0.89,0.319,49.94,0.26
station01,736,2024-11-12 12:14:56.339525,221.95,0.02,1.74,0.459,49.94,0.9
station01,737,2024-11-12 12:14:56.370301,228.34,0.05,0.44,0.405,49.91,0.98
station01,738,2024-11-12 12:14:56.401045,227.52,0.04,1.19,0.937,50.03,0.45
station01,739,2024-11-12 12:14:56.431325,222.95,0.01,2.12,0.349,50.13,0.68
station01,740,2024-11-12 12:14:56.463042,224.99,0.02,3.91,0.175,50.06,0.54
station01,741,2024-11-12 12:14:56.494967,227.39,0.04,1.05,0.539,49.87,0.79
station01,742,2024-11-12 12:14:56.527517,227.14,0.02,3.86,0.568,50.13,0.02
station01,743,2024-11-12 12:14:56.592871,225.94,0.04,4.88,0.294,50.02,0.33
station01,744,2024-11-12 12:14:56.627427,225.05,0.04,1.78,0.013,49.9,0.14
station01,745,2024-11-12 12:14:56.785652,227.09,0.02,0.65,0.886,50.0,0.04
station01,746,2024-11-12 12:14:56.918157,223.26,0.02,2.21,0.688,49.86,0.97
station01,747,2024-11-12 12:14:57.049604,225.06,0.02,4.6,0.825,50.05,0.51
station01,748,2024-11-12 12:14:57.172462,224.66,0.03,3.22,0.818,50.07,0.2
station01,749,2024-11-12 12:14:57.298445,228.31,0.01,1.64,0.274,49.94,0.75
station01,750,2024-11-12 12:14:57.331562,225.22,0.04,3.42,0.17,49.85,0.56
station01,751,2024-11-12 12:14:57.453791,229.76,0.02,0.42,0.212,49.89,0.77
station01,752,2024-11-12 12:14:57.577563,222.96,0.02,4.26,0.798,50.18,0.03
station01,753,2024-11-12 12:14:57.700595,228.35,0.03,4.95,0.763,50.06,0.03
station01,754,2024-11-12 12:14:57.734231,226.72,0.05,4.67,0.064,50.07,0.39
station01,755,2024-11-12 12:14:57.912703,221.71,0.02,0.82,0.083,50.16,0.69
station01,756,2024-11-12 12:14:58.066745,228.46,0.05,2.51,0.963,50.1,0.07
station01,757,2024-11-12 12:14:58.096610,224.64,0.02,3.53,0.464,50.11,0.65
station01,758,2024-11-12 12:14:58.128888,224.38,0.02,1.06,0.016,50.04,0.53
station01,759,2024-11-12 12:14:58.160039,229.8,0.01,0.36,0.096,49.85,0.57
station01,760,2024-11-12 12:14:58.190398,224.62,0.03,4.09,0.28,50.1,0.12
station01,761,2024-11-12 12:14:58.220933,227.57,0.04,2.75,0.024,50.14,0.12
station01,762,2024-11-12 12:14:58.251301,225.85,0.04,3.56,0.045,49.87,0.51
station01,763,2024-11-12 12:14:58.284353,225.54,0.03,1.36,0.929,49.81,0.44
station01,764,2024-11-12 12:14:58.316326,228.03,0.04,1.35,0.705,49.85,0.11
station01,765,2024-11-12 12:14:58.346305,228.81,0.01,1.93,0.516,49.87,1.0
station01,766,2024-11-12 12:14:58.379118,228.33,0.02,0.12,0.388,50.0,0.8
station01,767,2024-11-12 12:14:58.411213,225.84,0.05,4.55,0.097,50.07,0.56
station01,768,2024-11-12 12:14:58.443792,224.39,0.04,1.22,0.824,50.13,0.12
station01,769,2024-11-12 12:14:58.474106,229.38,0.01,0.2,0.336,50.12,0.14
station01,770,2024-11-12 12:14:58.509404,227.43,0.05,1.46,0.394,49.91,0.01
station01,771,2024-11-12 12:14:58.540290,228.32,0.03,4.09,0.859,50.01,0.7
station01,772,2024-11-12 12:14:58.571011,223.79,0.02,4.17,0.311,50.09,0.18
station01,773,2024-11-12 12:14:58.609251,226.65,0.04,4.41,0.188,49.85,0.36
station01,774,2024-11-12 12:14:58.641062,227.26,0.05,0.87,0.768,49.97,0.23
station01,775,2024-11-12 12:14:58.674524,223.66,0.05,2.59,0.102,49.98,0.85
station01,776,2024-11-12 12:14:58.709276,224.12,0.02,1.09,0.303,49.87,0.44
station01,777,2024-11-12 12:14:58.744600,222.14,0.04,3.06,0.702,50.05,0.75
station01,778,2024-11-12 12:14:58.779277,225.58,0.05,0.68,0.953,49.93,0.22
station01,779,2024-11-12 12:14:58.810109,223.39,0.03,4.43,0.673,49.9,0.8
station01,780,2024-11-12 12:14:58.841157,226.9,0.01,2.95,0.637,49.97,0.6
station01,781,2024-11-12 12:14:58.875554,224.09,0.02,1.26,0.171,50.0,0.57
station01,782,2024-11-12 12:14:58.905042,228.26,0.02,0.3,0.476,49.97,0.13
station01,783,2024-11-12 12:14:58.934045,224.95,0.03,0.35,0.146,50.1,0.52
station01,784,2024-11-12 12:14:58.968624,225.5,0.03,2.55,0.539,49.96,0.55
station01,785,2024-11-12 12:14:59.000794,229.51,0.02,3.99,0.061,49.81,0.81
station01,786,2024-11-12 12:14:59.032473,226.72,0.03,2.75,0.11,49.89,0.39
station01,787,2024-11-12 12:14:59.065096,224.4,0.02,1.32,0.928,49.95,0.3
station01,788,2024-11-12 12:14:59.100124,222.09,0.02,1.15,0.508,50.0,0.94
station01,789,2024-11-12 12:14:59.135906,224.99,0.03,1.11,0.307,50.15,0.05
station01,790,2024-11-12 12:14:59.169126,228.89,0.03,0.33,0.231,50.16,0.68
station01,791,2024-11-12 12:14:59.197025,223.71,0.04,3.98,0.483,49.93,0.45
station01,792,2024-11-12 12:14:59.227540,220.56,0.05,1.09,0.739,49.84,0.79
station01,793,2024-11-12 12:14:59.256288,224.37,0.03,4.28,0.761,50.11,0.94
station01,794,2024-11-12 12:14:59.285928,229.61,0.04,2.09,0.186,49.85,0.11
station01,795,2024-11-12 12:14:59.315931,226.13,0.02,2.75,0.557,49.88,0.86
station01,796,2024-11-12 12:14:59.346277,227.79,0.04,0.32,0.251,50.06,0.89
station01,797,2024-11-12 12:14:59.377693,226.28,0.02,3.29,0.041,50.11,0.42
station01,798,2024-11-12 12:14:59.411127,225.98,0.04,2.38,0.123,49.98,0.89
station01,799,2024-11-12 12:14:59.442439,221.1,0.04,0.15,0.531,50.18,0.38
station01,800,2024-11-12 12:14:59.478599,227.57,0.03,3.6,0.379,50.09,0.56
station01,801,2024-11-12 12:14:59.509566,224.42,0.01,2.0,0.779,50.0,0.37
station01,802,2024-11-12 12:14:59.539191,227.64,0.04,3.75,0.429,50.19,0.24
station01,803,2024-11-12 12:14:59.571735,224.08,0.01,2.29,0.158,49.94,0.23
station01,804,2024-11-12 12:14:59.601235,221.8,0.05,4.51,0.128,50.0,0.56
station01,805,2024-11-12 12:14:59.633425,222.56,0.02,0.19,0.775,50.0,0.85
station01,806,2024-11-12 12:14:59.666936,229.39,0.02,2.43,0.266,49.89,0.73
station01,807,2024-11-12 12:14:59.697261,227.56,0.04,2.09,0.463,49.92,0.9
station01,808,2024-11-12 12:14:59.728476,228.94,0.03,0.25,0.68,50.19,0.69
station01,809,2024-11-12 12:14:59.759137,221.3,0.03,1.48,0.503,49.83,0.22
station01,810,2024-11-12 12:14:59.791004,228.6,0.01,1.6,0.979,50.1,0.66
station01,811,2024-11-12 12:14:59.820149,226.9,0.03,3.53,0.506,50.18,0.02
station01,812,2024-11-12 12:14:59.853433,227.33,0.03,1.91,0.299,50.05,0.65
station01,813,2024-11-12 12:14:59.885600,220.61,0.02,1.18,0.002,50.05,0.02
station01,814,2024-11-12 12:14:59.917261,226.69,0.02,2.72,0.818,50.08,0.11
station01,815,2024-11-12 12:14:59.950981,224.44,0.04,1.59,0.965,49.83,0.24
station01,816,2024-11-12 12:14:59.984995,227.26,0.04,3.86,0.152,50.13,0.31
station01,817,2024-11-12 12:15:00.014208,220.17,0.01,4.17,0.793,50.08,0.88
station01,818,2024-11-12 12:15:00.045225,227.63,0.02,1.69,0.67,50.04,0.52
station01,819,2024-11-12 12:15:00.075576,222.07,0.04,3.82,0.921,49.94,0.96
station01,820,2024-11-12 12:15:00.104865,226.03,0.03,3.57,0.331,49.81,0.15
station01,821,2024-11-12 12:15:00.135665,227.33,0.04,1.92,0.283,50.16,0.62
station01,822,2024-11-12 12:15:00.166204,223.8,0.03,1.93,0.28,50.01,0.78
station01,823,2024-11-12 12:15:00.199397,222.61,0.02,4.01,0.607,50.06,0.79
station01,824,2024-11-12 12:15:00.230301,228.37,0.02,0.8,0.471,49.85,0.79
station01,825,2024-11-12 12:15:00.262389,222.32,0.04,4.26,0.312,49.87,0.87
station01,826,2024-11-12 12:15:00.294550,228.89,0.04,1.09,0.483,50.04,0.91
station01,827,2024-11-12 12:15:00.327085,222.91,0.03,3.71,0.156,49.95,0.83
station01,828,2024-11-12 12:15:00.359275,228.26,0.01,0.88,0.944,49.97,0.15
station01,829,2024-11-12 12:15:00.391324,225.38,0.03,2.65,0.19,49.84,0.91
station01,830,2024-11-12 12:15:00.420225,229.66,0.05,0.22,0.068,49.98,0.21
station01,831,2024-11-12 12:15:00.450206,222.14,0.03,1.99,0.716,49.98,0.24
station01,832,2024-11-12 12:15:00.481003,225.16,0.03,0.22,0.737,49.82,0.84
station01,833,2024-11-12 12:15:00.510510,228.33,0.02,2.43,0.59,49.92,0.5
station01,834,2024-11-12 12:15:00.540639,221.97,0.02,0.81,0.928,49.89,0.23
station01,835,2024-11-12 12:15:00.577911,225.93,0.03,1.49,0.73,50.03,0.17
station01,836,2024-11-12 12:15:00.611891,229.09,0.04,1.54,0.771,49.99,0.78
station01,837,2024-11-12 12:15:00.644875,227.38,0.03,3.56,0.043,50.14,0.81
station01,838,2024-11-12 12:15:00.675560,221.21,0.01,1.63,0.718,49.94,0.45
station01,839,2024-11-12 12:15:00.705337,229.04,0.02,1.1,0.582,49.87,0.05
station01,840,2024-11-12 12:15:00.735306,229.23,0.04,3.97,0.397,50.0,0.65
station01,841,2024-11-12 12:15:00.765718,223.46,0.01,1.24,0.474,50.17,0.78
station01,842,2024-11-12 12:15:00.794578,227.22,0.04,1.58,0.823,50.08,0.76
station01,843,2024-11-12 12:15:00.824947,224.41,0.03,0.41,0.249,49.84,0.45
station01,844,2024-11-12 12:15:00.855163,228.75,0.03,0.21,0.045,50.12,0.61
station01,845,2024-11-12 12:15:00.883332,229.98,0.04,4.7,0.779,50.07,0.43
station01,846,2024-11-12 12:15:00.912761,225.43,0.02,4.04,0.644,50.13,0.51
station01,847,2024-11-12 12:15:00.980452,220.96,0.03,3.78,0.369,50.01,0.16
station01,848,2024-11-12 12:15:01.010365,224.81,0.04,1.61,0.061,49.88,0.7
station01,849,2024-11-12 12:15:01.037995,225.65,0.03,4.28,0.652,50.01,0.28
station01,850,2024-11-12 12:15:01.068132,225.76,0.03,0.15,0.356,50.01,0.06
station01,851,2024-11-12 12:15:01.098490,221.43,0.02,0.42,0.614,50.09,0.38
station01,852,2024-11-12 12:15:01.126423,229.92,0.01,3.39,0.272,50.15,0.55
station01,853,2024-11-12 12:15:01.154536,220.13,0.05,0.76,0.471,49.97,0.11
station01,854,2024-11-12 12:15:01.184078,228.6,0.02,1.21,0.594,50.17,0.46
station01,855,2024-11-12 12:15:01.215340,226.03,0.03,3.55,0.066,50.09,0.78
station01,856,2024-11-12 12:15:01.246307,228.85,0.05,3.64,0.935,50.18,0.39
station01,857,2024-11-12 12:15:01.278788,227.95,0.04,0.95,0.195,50.19,0.74
station01,858,2024-11-12 12:15:01.309517,228.25,0.03,3.01,0.031,50.15,0.11
station01,859,2024-11-12 12:15:01.341082,221.11,0.04,4.9,0.553,50.03,0.73
station01,860,2024-11-12 12:15:01.371074,229.77,0.05,1.9,0.368,49.95,0.16
station01,861,2024-11-12 12:15:01.401614,228.46,0.02,1.18,0.822,50.06,0.31
station01,862,2024-11-12 12:15:01.431455,227.46,0.04,1.34,0.289,49.91,0.93
station01,863,2024-11-12 12:15:01.461875,227.56,0.04,2.68,0.851,49.93,0.2
station01,864,2024-11-12 12:15:01.491680,227.89,0.05,0.66,0.726,50.17,0.02
station01,865,2024-11-12 12:15:01.521065,225.67,0.02,4.22,0.281,50.07,0.13
station01,866,2024-11-12 12:15:01.583236,228.22,0.02,4.69,0.449,49.81,0.36
station01,867,2024-11-12 12:15:01.611968,228.93,0.02,1.96,0.594,50.0,0.95
station01,868,2024-11-12 12:15:01.641749,226.85,0.02,4.63,0.737,50.1,0.37
station01,869,2024-11-12 12:15:01.671464,222.37,0.04,0.39,0.014,49.91,0.5
station01,870,2024-11-12 12:15:01.703527,226.82,0.02,4.81,0.123,49.8,0.01
station01,871,2024-11-12 12:15:01.734573,224.92,0.04,0.29,0.991,50.06,0.75
station01,872,2024-11-12 12:15:01.766236,224.68,0.03,3.75,0.998,50.15,0.51
station01,873,2024-11-12 12:15:01.831730,223.62,0.01,1.91,0.761,50.03,0.79
station01,874,2024-11-12 12:15:01.862534,224.24,0.04,4.48,0.742,49.84,0.1
station01,875,2024-11-12 12:15:01.891468,220.69,0.03,4.84,0.673,49.91,0.55
station01,876,2024-11-12 12:15:01.931718,227.29,0.03,1.58,0.236,50.11,0.64
station01,877,2024-11-12 12:15:01.966013,226.82,0.04,2.62,0.971,50.1,0.66
station01,878,2024-11-12 12:15:02.026839,221.74,0.05,4.58,0.79,49.85,0.82
station01,879,2024-11-12 12:15:02.055965,220.53,0.01,0.09,0.659,49.85,0.24
station01,880,2024-11-12 12:15:02.082337,226.13,0.02,1.31,0.544,49.91,0.94
station01,881,2024-11-12 12:15:02.114379,229.97,0.02,1.39,0.991,49.94,0.57
station01,882,2024-11-12 12:15:02.144726,226.89,0.01,2.78,0.908,50.13,0.42
station01,883,2024-11-12 12:15:02.171516,224.9,0.04,4.76,0.166,50.02,0.86
station01,884,2024-11-12 12:15:02.200641,225.17,0.01,4.53,0.478,49.82,0.21
station01,885,2024-11-12 12:15:02.261586,221.78,0.04,0.52,0.194,50.09,0.8
station01,886,2024-11-12 12:15:02.295329,226.26,0.03,3.53,0.886,49.89,0.45
station01,887,2024-11-12 12:15:02.325317,224.82,0.03,1.68,0.502,49.94,0.13
station01,888,2024-11-12 12:15:02.358632,221.87,0.01,1.25,0.201,49.86,0.06
station01,889,2024-11-12 12:15:02.415658,221.85,0.03,0.6,0.728,50.01,0.58
station01,890,2024-11-12 12:15:02.464027,221.26,0.03,0.54,0.245,50.17,0.67
station01,891,2024-11-12 12:15:02.493900,226.21,0.02,0.8,0.329,50.18,0.21
station01,892,2024-11-12 12:15:02.523469,222.0,0.04,3.75,0.7,50.02,0.02
station01,893,2024-11-12 12:15:02.555159,227.29,0.03,2.96,0.022,50.04,0.0
station01,894,2024-11-12 12:15:02.587398,228.47,0.05,1.63,0.27,50.07,0.52
station01,895,2024-11-12 12:15:02.625835,225.01,0.02,2.45,0.266,50.05,0.46
station01,896,2024-11-12 12:15:02.659444,229.21,0.04,3.79,0.047,50.2,0.7
station01,897,2024-11-12 12:15:02.688706,227.69,0.05,1.12,0.949,50.05,0.97
station01,898,2024-11-12 12:15:02.720558,222.68,0.04,2.37,0.464,49.97,0.97
station01,899,2024-11-12 12:15:02.752074,229.96,0.01,3.86,0.413,49.88,0.76
station01,900,2024-11-12 12:15:02.782833,225.67,0.03,3.68,0.653,50.19,0.22
station01,901,2024-11-12 12:15:02.814643,229.21,0.04,0.45,0.444,50.04,0.95
station01,902,2024-11-12 12:15:02.843464,224.93,0.01,1.67,0.481,50.08,0.97
station01,903,2024-11-12 12:15:02.875405,227.55,0.02,3.8,0.113,50.1,0.09
station01,904,2024-11-12 12:15:02.906363,223.14,0.02,3.81,0.971,49.93,0.5
station01,905,2024-11-12 12:15:02.940402,222.09,0.02,3.53,0.944,50.15,0.66
station01,906,2024-11-12 12:15:02.969872,227.84,0.04,2.17,0.605,50.17,0.27
station01,907,2024-11-12 12:15:03.002228,225.12,0.05,3.25,0.162,50.01,0.03
station01,908,2024-11-12 12:15:03.033283,222.51,0.03,4.92,0.031,49.91,0.66
station01,909,2024-11-12 12:15:03.064909,220.8,0.02,3.07,0.037,50.19,0.59
station01,910,2024-11-12 12:15:03.097370,229.9,0.03,0.03,0.207,50.05,0.48
station01,911,2024-11-12 12:15:03.126389,221.35,0.04,2.23,0.319,49.81,0.65
station01,912,2024-11-12 12:15:03.152313,222.86,0.03,4.49,0.853,49.9,0.34
station01,913,2024-11-12 12:15:03.182738,229.38,0.01,0.14,0.49,50.03,0.26
station01,914,2024-11-12 12:15:03.213075,227.07,0.05,0.15,0.383,50.02,0.68
station01,915,2024-11-12 12:15:03.243973,220.76,0.03,2.57,0.134,50.03,0.61
station01,916,2024-11-12 12:15:03.277843,222.55,0.04,1.94,0.98,49.99,0.78
station01,917,2024-11-12 12:15:03.308657,222.64,0.04,1.07,0.388,49.87,0.43
station01,918,2024-11-12 12:15:03.338177,223.3,0.02,1.85,0.684,50.16,0.36
station01,919,2024-11-12 12:15:03.369735,224.22,0.04,2.09,0.957,50.14,0.15
station01,920,2024-11-12 12:15:03.398920,225.38,0.01,1.36,0.406,50.05,0.69
station01,921,2024-11-12 12:15:03.426743,229.98,0.01,0.25,0.064,49.93,0.51
station01,922,2024-11-12 12:15:03.457535,225.88,0.05,0.01,0.381,49.81,0.74
station01,923,2024-11-12 12:15:03.488109,224.97,0.04,2.96,0.164,49.87,0.62
station01,924,2024-11-12 12:15:03.518741,226.7,0.03,2.28,0.833,50.0,0.72
station01,925,2024-11-12 12:15:03.549902,227.63,0.02,2.29,0.717,50.07,0.16
station01,926,2024-11-12 12:15:03.579622,228.63,0.02,3.79,0.838,50.09,0.58
station01,927,2024-11-12 12:15:03.609251,222.16,0.03,1.22,0.276,49.82,0.45
station01,928,2024-11-12 12:15:03.639489,228.24,0.02,4.08,0.033,50.01,0.53
station01,929,2024-11-12 12:15:03.669034,229.84,0.05,2.39,0.477,50.11,0.28
